review,label
Its awsome,
Love the colors they are so pretty,
Awesome,
Did you get my best book. Thank you for following,
Love this ....,
I think it is a really great game and it gives me something to do when I am bored,
Good game,
I love it because it is a great time killer and it is great to challenge your friends,
Nice,
"This is a cheap knock off of piano tiles, and even calls it ""3"" on hopes of convincing you that it is the 3rd generation of piano tiles.",comparison
An amazing game my little sister is very good at this game,
It was addicting I got really good it was soooo much fun!!!????????DOWNLOAD NOW,
???? ???,
This game is relaxing,
It is amazing to beat my high score Everytime,
I really love,
I love this game and I love everything about it...Thank you?,
Cool,
THE POTATO its just a rip ofd,
I love this game i awlays play it,
It's fun,
If you have any questions please feel free to contact me at the end of the best regards John John and I have a great day and I have a great day and I have a great day and I have a Thanks for all the best regards John John and I have a nice day ahead and do not know the States,
I smile each time I play this game!,
Niece,
Addictive my friend was playing it and it looked fun and so I downloaded it,
Its really fast and fun,
This game is copied from piano tiles 2,
Love this one better then the others piaon titles,
????????????????????????????????????????????????????,
It relaxes me,
This game is soo fun i am addicted,
"Protip: if you want to hasten the music, don't increase the pitch of it too as it can be disorienting",
"It's Absolutely Amazing & So Addictive, Good Job!",
I think that it's great ????,
I love it because the music is my fave songs ever,
It's awesome,
I think that it is great I love this game,
Cheater I didn't even press the tile and it said I lost,
It is addictive,
??? ???,
This is a good game I like it.,
So good,
The people who make this game are brilliant.,
Good,
"Just dont like the advertisement, so bother..",complaint
excellent game in the world,
It was okayish. I would give a 5 star for just the music but I took off two because the music and the tiles were not in sync. Please update that.,complaint-request
I love this game so.......much,
Great game and great graphics really cool,
I absolutely adore this game so fun and a great way to kill time or if you just want to challenge and get your brain working,
Thank because the game is the best??,
The music really fells like theres magic and its very magical and calming i loved it,
Love it ???????????????????,
It's good i loved it.... it makes me smile wen ever i play it,
I love this game and it helps me when my mom signs me up for pieno.,
I am in love with this game????????:-):-),
It's the worst game,
This game ?? is awsome i love it my mom and dad think its cool.,
Amazing. Lots of songs,
This is a G thing,
Way better than other piano apps and gives out free gems to get more songs,
I think so it is the best game,
BOO!!!!!!!!&gt;:( &gt;:( &gt;:( &gt;:( &gt;:(,
Beautiful game,
Its a grate game but to many ads .????,
I never thought I'd can move my fingers so quick,
It is such a great game I recommend it to anyone,
It's great,
This is a very good game,
i think this game is fun and enjoyable,
Mind freshner,
Good,
Cool,
Nop not cool i love it yea do you love it too. I dooooo...????,
It's AMAZING??,
?????? ?,
Yes yassss love it I cant stop playing it,
It's good in all but sometimes some of them go too fast,
It is so fast that I can't move my hands quikly,complaint
Great game! Addicting! Love games like this. Really smooth songs to play on. Perfect fit for my phone size on my lg.,
Hmm,
"This game is a great, challenging, time-killer, perfect for music lovers like myself. It's also useful in improving dexterity and hand-eye coordination.",
Its a good game,
Too many ads but it's also a very good game,complaint
I love this app. By stephens,
U know look at my rating,
Love it so much,
Sucks,
This game is awesome I love it some much,
This game is f***king amazing,
My kids love it when I let them play it,
Omg l love this app,
Its the best ???? the song are relaxing i love it.im addicted,
Please add a leaderboard for multiplayer. Great game,request
Loved it,
Like it,
Love it so much,
Its one of the best games,
it coms me dowm,
Tony????????????????,
Awesomely to cool,
Good,
Its amazing but they really need to add a resume button when you get 1 crown.Its really anoying if you need start again from the beginning to take that another crown,request
This is such a crappy game. When i was playing i kept clicking the piano key but then it just shows that i didnt hit it.,complaint
Good ????????????,
Great Game,
It is a good game to pass by time,
"This game needs to let people download their own songs.But besides that,this game is great.",request
Soy Hermosa bye asquerosos,
Ues,
"Would be better if there was more, popular songs.",request
Not bad,
An excellent choice for a brief bit of music to break the monotony of any day.,
"Great game, some music is just a bit to slow, and game controls could improve some, though overall a very fun game!",request
I love this app,
I think this game is really fun,
It's a little bit boring,
So good love it,
Des nuts,
Love this app ??,
I love it,
Its awsome but the graphics could be a bit better,request
It is cool,
I hate this app all u do is press buttens and we need cooler songs,request
It keeps with your pase of t the ??,
I think this game is sooooooooooo fun finer then heak.I love it so so so so so so much,
It cool,
I love this game but at times it can get boring,
"It didn't work on my galaxy s6 edge . It's like , it needs to connet to sth then it fail",complaint
It's so fun,
It is awesome ?,
Waffles Are good.,
I love the songs that it has I just keep replaying one peculiar song that I love on here to me this is the best tap the tiles,
Be a mavierck and yea bye Ya yeeeeetttttt,
I got 3008,
Coolio,
THIS GAME SUCKS,
IDK,
Awesome!!!!!!,
It is so so cool I can be in it for ever,
I love games like this because you got to be able to tap fast or you wouldn't be able to get anywhere should be good for my youtube channel so.,
This is the best game that I have ever downloaded,
Its cool and interesting,
Good game,
Ya its asome,
So cool,
"Fun, cool",
I love piano tiles totally think you should download it is the bomb!!!!!! ;),
???? ???? ? ??? ??? ??? ???? ???? ???? ?? ??? ?? ??? ??????? ???? ???? ???? ????,
LOL,
Very fun game. It's a time killer. I like how it's just keeps going. #MagicTiles3,
It awsome,
a very challenging and cool game loved it!,
I love it,
It great but I think you should put multiplayer mode so then we can battle ?? ok thanks for reading this,request
PONY,
I liked it becuse the music,
It's ok,
Love it!??,
Its callubging for your fingers but easy for me because I got 1233 tiles on tiles 4,
Sooooooooooo funnnnn and awesome,
It is ok,
It's not a rip off of P.2 because it's better and p.s do not try piano tiles 5,
Asome!!!!!!!!!!!!!!!,
Amazing,
Super TV,
sky Thurman Hannah muscleman Osman Landry Kent oh jacket Hannah embargo Whitney Houston you musical instruments to Jammu and Kashmir India and I will be in the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games are based on the future of our games Mi glitch Kristyn Malthus Kabbalah panelled Lanark 3tiles,
It is good,
Its ok,
So fun,
This game is ok but i never dwleted the app once i got the app and i was on like level 13 and it send me back to level 1 that is just bogus.,complaint
"After a game from online. There is always a video advertisement and I hate advertisement when u can't get out of the video advertisement immediately! Better fixed the advertisement or else this game would be Shity! If you would like to show people about game advertisement I suggest u to let people get out of that video advertisement if they want to. Not let them watch for 10 seconds then there's a cancel. Hope this is a good tip for you to improve your game into a better ""Magic Tiles 3""",complaint-request
